Modenumber, Lambda (um), beta  (per um), alpha/2  (per um), k0  (per um); Thickness=0.45263157894736844; um 
1,0.9690,2.017083190215E+01,5.754042544545E-03,6.484195363446E+00
1,0.9700,2.014164337941E+01,5.650008643492E-03,6.477510625958E+00
1,0.9710,2.011250520492E+01,5.564216783703E-03,6.470839657240E+00
1,0.9720,2.008342872674E+01,5.478601450375E-03,6.464182414794E+00
1,0.9730,2.005440374718E+01,5.393162099232E-03,6.457538856300E+00
1,0.9740,2.002543861074E+01,5.307898188236E-03,6.450908939609E+00
1,0.9750,1.999651997499E+01,5.222809177569E-03,6.444292622748E+00
1,0.9760,1.996766206699E+01,5.137894529630E-03,6.437689863914E+00
1,0.9770,1.993885799647E+01,5.053153709015E-03,6.431100621473E+00
1,0.9780,1.991010814364E+01,4.968586182511E-03,6.424524853967E+00
1,0.9790,1.988141092411E+01,4.884191419085E-03,6.417962520102E+00
1,0.9800,1.985276697921E+01,4.799968889870E-03,6.411413578755E+00
1,0.9810,1.982418119227E+01,4.714195155978E-03,6.404877988970E+00
1,0.9820,1.979564693673E+01,4.628596114007E-03,6.398355709959E+00
1,0.9830,1.976716498257E+01,4.543171230820E-03,6.391846701098E+00
1,0.9840,1.973873692768E+01,4.457919975444E-03,6.385350921930E+00
1,0.9850,1.971036083836E+01,4.372841819064E-03,6.378868332162E+00
1,0.9860,1.968204167794E+01,4.287936235009E-03,6.372398891663E+00
1,0.9870,1.965377360093E+01,4.203202698743E-03,6.365942560466E+00
1,0.9880,1.962555462419E+01,4.118640687855E-03,6.359499298765E+00
1,0.9890,1.959739307770E+01,4.034249682044E-03,6.353069066916E+00
1,0.9900,1.956928364253E+01,3.950029163114E-03,6.346651825434E+00
1,0.9910,1.954191915531E+01,3.874347741704E-03,6.340247534995E+00
1,0.9920,1.951461305316E+01,3.798818903806E-03,6.333856156431E+00
1,0.9930,1.948735393264E+01,3.723442188441E-03,6.327477650735E+00
1,0.9940,1.946014609440E+01,3.648217136487E-03,6.321111979054E+00
1,0.9950,1.943298704728E+01,3.573143290668E-03,6.314759102693E+00
1,0.9960,1.940587670324E+01,3.498220195543E-03,6.308418983112E+00
1,0.9970,1.937882268007E+01,3.423447397500E-03,6.302091581925E+00
1,0.9980,1.935181526770E+01,3.348824444743E-03,6.295776860901E+00
1,0.9990,1.932485668925E+01,3.274350887287E-03,6.289474781962E+00
1,1.0000,1.929794675704E+01,3.200026276947E-03,6.283185307180E+00
1,1.0010,1.927039698589E+01,3.134945407595E-03,6.276908398781E+00
1,1.0020,1.924289533998E+01,3.069994440179E-03,6.270644019141E+00
1,1.0030,1.921544604076E+01,3.005172986158E-03,6.264392130787E+00
1,1.0040,1.918804973110E+01,2.940480658538E-03,6.258152696394E+00
1,1.0050,1.916070016943E+01,2.875917071870E-03,6.251925678786E+00
1,1.0060,1.913340123115E+01,2.811481842232E-03,6.245711040934E+00
1,1.0070,1.910615221576E+01,2.747174587232E-03,6.239508745958E+00
1,1.0080,1.907895280550E+01,2.682994925991E-03,6.233318757123E+00
1,1.0090,1.905179991827E+01,2.618942479143E-03,6.227141037839E+00
1,1.0100,1.902470202733E+01,2.555016868823E-03,6.220975551663E+00
1,1.0110,1.899833534125E+01,2.498513919999E-03,6.214822262294E+00
1,1.0120,1.897201849511E+01,2.442122637081E-03,6.208681133577E+00
1,1.0130,1.894574935387E+01,2.385842689371E-03,6.202552129496E+00
1,1.0140,1.891952948920E+01,2.329673747476E-03,6.196435214181E+00
1,1.0150,1.889335446994E+01,2.273615483298E-03,6.190330351901E+00
1,1.0160,1.886722541556E+01,2.217667570034E-03,6.184237507067E+00
1,1.0170,1.884115040568E+01,2.161829682165E-03,6.178156644228E+00
1,1.0180,1.881511564475E+01,2.106101495451E-03,6.172087728074E+00
1,1.0190,1.878912873326E+01,2.050482686924E-03,6.166030723434E+00
1,1.0200,1.876319243871E+01,1.994972934885E-03,6.159985595274E+00
1,1.0210,1.873730088296E+01,1.946045876722E-03,6.153952308697E+00
1,1.0220,1.871145519057E+01,1.897214566227E-03,6.147930828943E+00
1,1.0230,1.868565558898E+01,1.848478722614E-03,6.141921121388E+00
1,1.0240,1.865990706553E+01,1.799838066196E-03,6.135923151543E+00
1,1.0250,1.863419953423E+01,1.751292318375E-03,6.129936885053E+00
1,1.0260,1.860853992577E+01,1.702841201642E-03,6.123962287699E+00
1,1.0270,1.858292573393E+01,1.654484439567E-03,6.117999325394E+00
1,1.0280,1.855735626127E+01,1.606221756795E-03,6.112047964182E+00
1,1.0290,1.853183310048E+01,1.558052879044E-03,6.106108170243E+00
1,1.0300,1.850635560135E+01,1.509977533093E-03,6.100179909883E+00
1,1.0310,1.848092509709E+01,1.471648759615E-03,6.094263149544E+00
1,1.0320,1.845553914930E+01,1.433394266705E-03,6.088357855794E+00
1,1.0330,1.843019990635E+01,1.395213838642E-03,6.082463995334E+00
1,1.0340,1.840490206265E+01,1.357107260535E-03,6.076581534990E+00
1,1.0350,1.837965077072E+01,1.319074318329E-03,6.070710441719E+00
1,1.0360,1.835444336426E+01,1.281114798791E-03,6.064850682606E+00
1,1.0370,1.832928340511E+01,1.243228489512E-03,6.059002224860E+00
1,1.0380,1.830416367449E+01,1.205415178903E-03,6.053165035818E+00
1,1.0390,1.827908937312E+01,1.167674656187E-03,6.047339082945E+00
1,1.0400,1.825406177088E+01,1.130006711399E-03,6.041524333827E+00
1,1.0410,1.822907875362E+01,1.098235605911E-03,6.035720756176E+00
1,1.0420,1.820413652154E+01,1.066525481431E-03,6.029928317831E+00
1,1.0430,1.817924142104E+01,1.034876162560E-03,6.024146986749E+00
1,1.0440,1.815438949379E+01,1.003287474567E-03,6.018376731015E+00
1,1.0450,1.812957789405E+01,9.717592433936E-04,6.012617518832E+00
1,1.0460,1.810481405425E+01,9.402912956450E-04,6.006869318527E+00
1,1.0470,1.808009063120E+01,9.088834585892E-04,6.001132098548E+00
1,1.0480,1.805540987803E+01,8.775355601539E-04,5.995405827461E+00
1,1.0490,1.803077301397E+01,8.462474289223E-04,5.989690473956E+00
1,1.0500,1.800618031300E+01,8.150188941313E-04,5.983986006838E+00
1,1.0510,1.798163266998E+01,7.887944313071E-04,5.978292395033E+00
1,1.0520,1.795712267471E+01,7.626198248760E-04,5.972609607585E+00
1,1.0530,1.793265756923E+01,7.364949327972E-04,5.966937613656E+00
1,1.0540,1.790823591281E+01,7.104196135686E-04,5.961276382523E+00
1,1.0550,1.788385867157E+01,6.843937262248E-04,5.955625883583E+00
1,1.0560,1.785952032797E+01,6.584171303343E-04,5.949986086344E+00
1,1.0570,1.783522501913E+01,6.324896859971E-04,5.944356960435E+00
1,1.0580,1.781096914601E+01,6.066112538419E-04,5.938738475595E+00
1,1.0590,1.778676145961E+01,5.807816950242E-04,5.933130601680E+00
1,1.0600,1.776259229364E+01,5.550008712231E-04,5.927533308660E+00
1,1.0610,1.773846173585E+01,5.393691167034E-04,5.921946566616E+00
1,1.0620,1.771437576728E+01,5.237668005161E-04,5.916370345743E+00
1,1.0630,1.769033004592E+01,5.081938395803E-04,5.910804616350E+00
1,1.0640,1.766632768060E+01,4.926501511275E-04,5.905249348853E+00
1,1.0650,1.764236576995E+01,4.771356527000E-04,5.899704513784E+00
1,1.0660,1.761844390690E+01,4.616502621494E-04,5.894170081782E+00
1,1.0670,1.759456383939E+01,4.461938976355E-04,5.888646023598E+00
1,1.0680,1.757072506114E+01,4.307664776244E-04,5.883132310093E+00
1,1.0690,1.754693035126E+01,4.153679208874E-04,5.877628912235E+00
1,1.0700,1.752317107680E+01,3.999981464995E-04,5.872135801102E+00
1,1.0710,1.749945328692E+01,3.909226591861E-04,5.866652947880E+00
1,1.0720,1.747577637025E+01,3.818641037520E-04,5.861180323862E+00
1,1.0730,1.745213965645E+01,3.728224328574E-04,5.855717900447E+00
1,1.0740,1.742854373146E+01,3.637975993388E-04,5.850265649143E+00
1,1.0750,1.740499054539E+01,3.547895562081E-04,5.844823541562E+00
1,1.0760,1.738147320972E+01,3.457982566521E-04,5.839391549423E+00
1,1.0770,1.735799753916E+01,3.368236540311E-04,5.833969644549E+00
1,1.0780,1.733456265002E+01,3.278657018788E-04,5.828557798868E+00
1,1.0790,1.731116792785E+01,3.189243539010E-04,5.823155984411E+00
1,1.0800,1.728780749932E+01,3.099995639751E-04,5.817764173314E+00
1,1.0810,1.726514209957E+01,3.024374338983E-04,5.812382337816E+00
1,1.0820,1.724250906220E+01,2.948892818808E-04,5.807010450258E+00
1,1.0830,1.721992119323E+01,2.873550692023E-04,5.801648483084E+00
1,1.0840,1.719736677630E+01,2.798347572851E-04,5.796296408837E+00
1,1.0850,1.717484651071E+01,2.723283076941E-04,5.790954200166E+00
1,1.0860,1.715237027594E+01,2.648356821354E-04,5.785621829815E+00
1,1.0870,1.712993210747E+01,2.573568424564E-04,5.780299270634E+00
1,1.0880,1.710753024742E+01,2.498917506444E-04,5.774986495569E+00
1,1.0890,1.708516564626E+01,2.424403688265E-04,5.769683477667E+00
1,1.0900,1.706284045854E+01,2.350026592689E-04,5.764390190073E+00
1,1.0910,1.703991131988E+01,2.289527072121E-04,5.759106606031E+00
1,1.0920,1.701701188245E+01,2.229138356536E-04,5.753832698882E+00
1,1.0930,1.699415908739E+01,2.168860141802E-04,5.748568442067E+00
1,1.0940,1.697133976449E+01,2.108692124902E-04,5.743313809122E+00
1,1.0950,1.694856170501E+01,2.048634003923E-04,5.738068773680E+00
1,1.0960,1.692582018339E+01,1.988685478055E-04,5.732833309470E+00
1,1.0970,1.690311784024E+01,1.928846247586E-04,5.727607390319E+00
1,1.0980,1.688045091185E+01,1.869116013893E-04,5.722390990145E+00
1,1.0990,1.685782126486E+01,1.809494479443E-04,5.717184082966E+00
1,0.4000,8.707099073060E+01,4.649557127313E+00,1.570796326795E+01
1,0.4010,8.639930241776E+01,4.529847561859E+00,1.566879128972E+01
1,0.4020,8.573082242444E+01,4.410733566383E+00,1.562981419696E+01
1,0.4030,8.506552850536E+01,4.292210707361E+00,1.559103053891E+01
1,0.4040,8.440339479001E+01,4.174274595166E+00,1.555243887916E+01
1,0.4050,8.374439615220E+01,4.056920883525E+00,1.551403779551E+01
1,0.4060,8.308851313419E+01,3.940145268985E+00,1.547582587975E+01
1,0.4070,8.243570963996E+01,3.823943490389E+00,1.543780173754E+01
1,0.4080,8.178597349867E+01,3.708311328355E+00,1.539996398819E+01
1,0.4090,8.113926315569E+01,3.593244604766E+00,1.536231126450E+01
1,0.4100,8.049557096491E+01,3.478739182268E+00,1.532484221263E+01
1,0.4110,7.996657353643E+01,3.392308563657E+00,1.528755549192E+01
1,0.4120,7.944004067546E+01,3.306297511157E+00,1.525044977471E+01
1,0.4130,7.891595577616E+01,3.220702977070E+00,1.521352374620E+01
1,0.4140,7.839430011471E+01,3.135521943148E+00,1.517677610430E+01
1,0.4150,7.787505848809E+01,3.050751420233E+00,1.514020555947E+01
1,0.4160,7.735820645012E+01,2.966388447909E+00,1.510381083457E+01
1,0.4170,7.684372435290E+01,2.882430094157E+00,1.506759066470E+01
1,0.4180,7.633160251050E+01,2.798873455016E+00,1.503154379708E+01
1,0.4190,7.582181712916E+01,2.715715654249E+00,1.499566899088E+01
1,0.4200,7.531434912794E+01,2.632953843009E+00,1.495996501709E+01
1,0.4210,7.487140882388E+01,2.569986959374E+00,1.492443065838E+01
1,0.4220,7.443047966147E+01,2.507318496988E+00,1.488906470896E+01
1,0.4230,7.399154935859E+01,2.444946339389E+00,1.485386597442E+01
1,0.4240,7.355460718353E+01,2.382868390081E+00,1.481883327165E+01
1,0.4250,7.311962735064E+01,2.321082572299E+00,1.478396542866E+01
1,0.4260,7.268660611219E+01,2.259586828779E+00,1.474926128446E+01
1,0.4270,7.225552942891E+01,2.198379121528E+00,1.471471968895E+01
1,0.4280,7.182636630755E+01,2.137457431601E+00,1.468033950276E+01
1,0.4290,7.139912073304E+01,2.076819758877E+00,1.464611959716E+01
1,0.4300,7.097377263205E+01,2.016464121839E+00,1.461205885391E+01
1,0.4310,7.059932356058E+01,1.966593266679E+00,1.457815616515E+01
1,0.4320,7.022653634706E+01,1.916953295107E+00,1.454441043329E+01
1,0.4330,6.985539695304E+01,1.867542607469E+00,1.451082057085E+01
1,0.4340,6.948589976114E+01,1.818359618852E+00,1.447738550041E+01
1,0.4350,6.911802508583E+01,1.769402758918E+00,1.444410415444E+01
1,0.4360,6.875176186193E+01,1.720670471737E+00,1.441097547518E+01
1,0.4370,6.838710340820E+01,1.672161215618E+00,1.437799841460E+01
1,0.4380,6.802403490709E+01,1.623873462951E+00,1.434517193420E+01
1,0.4390,6.766254394020E+01,1.575805700047E+00,1.431249500496E+01
1,0.4400,6.730261682415E+01,1.527956426973E+00,1.427996660723E+01
1,0.4410,6.696752741328E+01,1.495002020225E+00,1.424758573057E+01
1,0.4420,6.663388423478E+01,1.462196728440E+00,1.421535137371E+01
1,0.4430,6.630167953861E+01,1.429539541810E+00,1.418326254442E+01
1,0.4440,6.597090436536E+01,1.397029459624E+00,1.415131825941E+01
1,0.4450,6.564154202468E+01,1.364665490167E+00,1.411951754422E+01
1,0.4460,6.531359028440E+01,1.332446650618E+00,1.408785943314E+01
1,0.4470,6.498703535202E+01,1.300371966950E+00,1.405634296908E+01
1,0.4480,6.466186833268E+01,1.268440473834E+00,1.402496720353E+01
1,0.4490,6.433808493704E+01,1.236651214541E+00,1.399373119639E+01
1,0.4500,6.401566578189E+01,1.205003240845E+00,1.396263401595E+01
1,0.4510,6.371883970769E+01,1.181543941427E+00,1.393167473876E+01
1,0.4520,6.342326978129E+01,1.158188444218E+00,1.390085244951E+01
1,0.4530,6.312893851365E+01,1.134936061787E+00,1.387016624101E+01
1,0.4540,6.283584178723E+01,1.111786112760E+00,1.383961521405E+01
1,0.4550,6.254397389987E+01,1.088737921749E+00,1.380919847732E+01
1,0.4560,6.225332135712E+01,1.065790819296E+00,1.377891514732E+01
1,0.4570,6.196388055576E+01,1.042944141799E+00,1.374876434831E+01
1,0.4580,6.167564203244E+01,1.020197231453E+00,1.371874521218E+01
1,0.4590,6.138859398629E+01,9.975494361844E-01,1.368885687839E+01
1,0.4600,6.110273028240E+01,9.750001095908E-01,1.365909849387E+01
1,0.4610,6.083760537245E+01,9.602165502576E-01,1.362946921297E+01
1,0.4620,6.057357807012E+01,9.454969890168E-01,1.359996819736E+01
1,0.4630,6.031063301954E+01,9.308410111938E-01,1.357059461594E+01
1,0.4640,6.004876742779E+01,9.162482056890E-01,1.354134764478E+01
1,0.4650,5.978796813526E+01,9.017181649391E-01,1.351222646705E+01
1,0.4660,5.952823376237E+01,8.872504848791E-01,1.348323027292E+01
1,0.4670,5.926955450939E+01,8.728447649050E-01,1.345435825949E+01
1,0.4680,5.901192182389E+01,8.585006078367E-01,1.342560963073E+01
1,0.4690,5.875533567095E+01,8.442176198818E-01,1.339698359740E+01
1,0.4700,5.849977980988E+01,8.299954105990E-01,1.336847937698E+01
1,0.4710,5.826170186493E+01,8.187857561508E-01,1.334009619359E+01
1,0.4720,5.802457975106E+01,8.076236002383E-01,1.331183327792E+01
1,0.4730,5.778840991150E+01,7.965086416024E-01,1.328368986719E+01
1,0.4740,5.755318772794E+01,7.854405815261E-01,1.325566520502E+01
1,0.4750,5.731890246253E+01,7.744191238081E-01,1.322775854143E+01
1,0.4760,5.708555223461E+01,7.634439747359E-01,1.319996913273E+01
1,0.4770,5.685312720023E+01,7.525148430602E-01,1.317229624147E+01
1,0.4780,5.662162295796E+01,7.416314399690E-01,1.314473913636E+01
1,0.4790,5.639103640342E+01,7.307934790619E-01,1.311729709223E+01
1,0.4800,5.616135537407E+01,7.200006763252E-01,1.308996938996E+01
1,0.4810,5.594468544453E+01,7.108320372249E-01,1.306275531638E+01
1,0.4820,5.572886706212E+01,7.017014422703E-01,1.303565416427E+01
1,0.4830,5.551388973701E+01,6.926086551623E-01,1.300866523226E+01
1,0.4840,5.529975844626E+01,6.835534415547E-01,1.298178782475E+01
1,0.4850,5.508646240959E+01,6.745355690342E-01,1.295502125192E+01
1,0.4860,5.487399400891E+01,6.655548071001E-01,1.292836482959E+01
1,0.4870,5.466235355280E+01,6.566109271453E-01,1.290181787922E+01
1,0.4880,5.445153419180E+01,6.477037024362E-01,1.287537972783E+01
1,0.4890,5.424152117589E+01,6.388329080940E-01,1.284904970793E+01
1,0.4900,5.403231934780E+01,6.299983210756E-01,1.282282715751E+01
1,0.4910,5.384109652751E+01,6.223603818808E-01,1.279671141992E+01
1,0.4920,5.365060518433E+01,6.147534912194E-01,1.277070184386E+01
1,0.4930,5.346084777756E+01,6.071774601550E-01,1.274479778333E+01
1,0.4940,5.327181090776E+01,5.996321012811E-01,1.271899859753E+01
1,0.4950,5.308350501571E+01,5.921172287057E-01,1.269330365087E+01
1,0.4960,5.289591415398E+01,5.846326580358E-01,1.266771231286E+01
1,0.4970,5.270903696466E+01,5.771782063626E-01,1.264222395811E+01
1,0.4980,5.252286763429E+01,5.697536922463E-01,1.261683796622E+01
1,0.4990,5.233739961050E+01,5.623589357017E-01,1.259155372180E+01
1,0.5000,5.215263543636E+01,5.549937581832E-01,1.256637061436E+01
1,0.5010,5.197246150516E+01,5.478686762100E-01,1.254128803828E+01
1,0.5020,5.179296014637E+01,5.407719810176E-01,1.251630539279E+01
1,0.5030,5.161413369678E+01,5.337035033011E-01,1.249142208187E+01
1,0.5040,5.143597780885E+01,5.266630750993E-01,1.246663751425E+01
1,0.5050,5.125848224599E+01,5.196505297815E-01,1.244195110333E+01
1,0.5060,5.108165123405E+01,5.126657020341E-01,1.241736226715E+01
1,0.5070,5.090547968884E+01,5.057084278479E-01,1.239287042836E+01
1,0.5080,5.072995841429E+01,4.987785445049E-01,1.236847501413E+01
1,0.5090,5.055508295459E+01,4.918758905661E-01,1.234417545615E+01
1,0.5100,5.038085514294E+01,4.850003058583E-01,1.231997119055E+01
1,0.5110,5.021364155764E+01,4.804214475246E-01,1.229586165789E+01
1,0.5120,5.004704204897E+01,4.758604753562E-01,1.227184630309E+01
1,0.5130,4.988105694418E+01,4.713172847558E-01,1.224792457540E+01
1,0.5140,4.971567593368E+01,4.667917719397E-01,1.222409592836E+01
1,0.5150,4.955090082747E+01,4.622838339308E-01,1.220035981977E+01
1,0.5160,4.938672371450E+01,4.577933685497E-01,1.217671571159E+01
1,0.5170,4.922314313858E+01,4.533202744081E-01,1.215316306998E+01
1,0.5180,4.906015943256E+01,4.488644509002E-01,1.212970136521E+01
1,0.5190,4.889775943749E+01,4.444257981958E-01,1.210633007164E+01
1,0.5200,4.873595232329E+01,4.400042172326E-01,1.208304866765E+01
1,0.5210,4.858223948506E+01,4.351714847982E-01,1.205985663566E+01
1,0.5220,4.842908123708E+01,4.303572685800E-01,1.203675346203E+01
1,0.5230,4.827647602307E+01,4.255614623665E-01,1.201373863705E+01
1,0.5240,4.812441766301E+01,4.207839607569E-01,1.199081165492E+01
1,0.5250,4.797290250052E+01,4.160246591534E-01,1.196797201368E+01
1,0.5260,4.782192561909E+01,4.112834537537E-01,1.194521921517E+01
1,0.5270,4.767148702670E+01,4.065602415434E-01,1.192255276505E+01
1,0.5280,4.752158368194E+01,4.018549202884E-01,1.189997217269E+01
1,0.5290,4.737221214837E+01,3.971673885278E-01,1.187747695119E+01
1,0.5300,4.722336347839E+01,3.924975455662E-01,1.185506661732E+01
1,0.5310,4.707874032601E+01,3.884298288572E-01,1.183274069149E+01
1,0.5320,4.693462562131E+01,3.843774043163E-01,1.181049869771E+01
1,0.5330,4.679101735526E+01,3.803401858712E-01,1.178834016356E+01
1,0.5340,4.664791351829E+01,3.763180880945E-01,1.176626462019E+01
1,0.5350,4.650531143421E+01,3.723110261973E-01,1.174427160220E+01
1,0.5360,4.636320276408E+01,3.683189160236E-01,1.172236064772E+01
1,0.5370,4.622159297922E+01,3.643416740442E-01,1.170053129829E+01
1,0.5380,4.608047571963E+01,3.603792173510E-01,1.167878309885E+01
1,0.5390,4.593984312865E+01,3.564314636510E-01,1.165711559774E+01
1,0.5400,4.579969803103E+01,3.524983312611E-01,1.163552834663E+01
1,0.5410,4.566488772270E+01,3.491441805176E-01,1.161402090052E+01
1,0.5420,4.553054374310E+01,3.458024067141E-01,1.159259281767E+01
1,0.5430,4.539665915549E+01,3.424729414697E-01,1.157124365963E+01
1,0.5440,4.526323647665E+01,3.391557169064E-01,1.154997299114E+01
1,0.5450,4.513026830190E+01,3.358506656442E-01,1.152878038015E+01
1,0.5460,4.499775361198E+01,3.325577207969E-01,1.150766539776E+01
1,0.5470,4.486569501652E+01,3.292768159674E-01,1.148662761824E+01
1,0.5480,4.473408239088E+01,3.260078852430E-01,1.146566661894E+01
1,0.5490,4.460291708026E+01,3.227508631916E-01,1.144478198029E+01
1,0.5500,4.447219954812E+01,3.195056848567E-01,1.142397328578E+01
1,0.5510,4.434549633640E+01,3.164057036630E-01,1.140324012192E+01
1,0.5520,4.421922671708E+01,3.133169542852E-01,1.138258207822E+01
1,0.5530,4.409338040155E+01,3.102393757912E-01,1.136199874716E+01
1,0.5540,4.396795844682E+01,3.071729076889E-01,1.134148972415E+01
1,0.5550,4.384295146170E+01,3.041174899221E-01,1.132105460753E+01
1,0.5560,4.371837097803E+01,3.010730628667E-01,1.130069299852E+01
1,0.5570,4.359420026192E+01,2.980395673267E-01,1.128040450122E+01
1,0.5580,4.347044557738E+01,2.950169445307E-01,1.126018872254E+01
1,0.5590,4.334710526804E+01,2.920051361274E-01,1.124004527224E+01
1,0.5600,4.322417248733E+01,2.890040841827E-01,1.121997376282E+01
1,0.5610,4.310399467396E+01,2.866666896486E-01,1.119997380959E+01
1,0.5620,4.298421195127E+01,2.843376132444E-01,1.118004503057E+01
1,0.5630,4.286483042011E+01,2.820168106464E-01,1.116018704650E+01
1,0.5640,4.274583774471E+01,2.797042378447E-01,1.114039948081E+01
1,0.5650,4.262723927681E+01,2.773998511415E-01,1.112068195961E+01
1,0.5660,4.250902665268E+01,2.751036071475E-01,1.110103411162E+01
1,0.5670,4.239120169174E+01,2.728154627795E-01,1.108145556822E+01
1,0.5680,4.227376211198E+01,2.705353752579E-01,1.106194596334E+01
1,0.5690,4.215670164057E+01,2.682633021037E-01,1.104250493353E+01
1,0.5700,4.204002416147E+01,2.659992011361E-01,1.102313211786E+01
1,0.5710,4.192719302375E+01,2.637650381238E-01,1.100382715793E+01
1,0.5720,4.181473073398E+01,2.615386868703E-01,1.098458969787E+01
1,0.5730,4.170263042858E+01,2.593201064764E-01,1.096541938426E+01
1,0.5740,4.159089651637E+01,2.571092563277E-01,1.094631586617E+01
1,0.5750,4.147951845180E+01,2.549060960926E-01,1.092727879509E+01
1,0.5760,4.136849506711E+01,2.527105857194E-01,1.090830782496E+01
1,0.5770,4.125783390940E+01,2.505226854341E-01,1.088940261210E+01
1,0.5780,4.114752519987E+01,2.483423557381E-01,1.087056281519E+01
1,0.5790,4.103756805531E+01,2.461695574055E-01,1.085178809530E+01
1,0.5800,4.092795967983E+01,2.440042514809E-01,1.083307811583E+01
1,0.5810,4.082097803284E+01,2.420237559709E-01,1.081443254248E+01
1,0.5820,4.071433522449E+01,2.400500662874E-01,1.079585104326E+01
1,0.5830,4.060803840066E+01,2.380831474090E-01,1.077733328847E+01
1,0.5840,4.050207200620E+01,2.361229645541E-01,1.075887895065E+01
1,0.5850,4.039644201292E+01,2.341694831791E-01,1.074048770458E+01
1,0.5860,4.029114550810E+01,2.322226689760E-01,1.072215922727E+01
1,0.5870,4.018617618754E+01,2.302824878708E-01,1.070389319792E+01
1,0.5880,4.008154152379E+01,2.283489060209E-01,1.068568929792E+01
1,0.5890,3.997722829015E+01,2.264218898141E-01,1.066754721083E+01
1,0.5900,3.987324639879E+01,2.245014058655E-01,1.064946662234E+01
1,0.5910,3.977182907432E+01,2.229021118543E-01,1.063144722027E+01
1,0.5920,3.967073116932E+01,2.213082208635E-01,1.061348869456E+01
1,0.5930,3.956994678306E+01,2.197197055589E-01,1.059559073723E+01
1,0.5940,3.946947607682E+01,2.181365387908E-01,1.057775304239E+01
1,0.5950,3.936932019857E+01,2.165586935916E-01,1.055997530618E+01
1,0.5960,3.926946572421E+01,2.149861431749E-01,1.054225722681E+01
1,0.5970,3.916992315171E+01,2.134188609339E-01,1.052459850449E+01
1,0.5980,3.907068195468E+01,2.118568204394E-01,1.050699884144E+01
1,0.5990,3.897174581162E+01,2.102999954392E-01,1.048945794187E+01
1,0.6000,3.887311809979E+01,2.087483598555E-01,1.047197551197E+01
1,0.6010,3.877589442237E+01,2.068453875867E-01,1.045455125987E+01
1,0.6020,3.867896884103E+01,2.049487374849E-01,1.043718489565E+01
1,0.6030,3.858233576229E+01,2.030583780965E-01,1.041987613131E+01
1,0.6040,3.848600118204E+01,2.011742781763E-01,1.040262468076E+01
1,0.6050,3.838995440406E+01,1.992964066856E-01,1.038543025980E+01
1,0.6060,3.829419890169E+01,1.974247327905E-01,1.036829258610E+01
1,0.6070,3.819872975130E+01,1.955592258606E-01,1.035121137921E+01
1,0.6080,3.810355332696E+01,1.936998554665E-01,1.033418636049E+01
1,0.6090,3.800865845167E+01,1.918465913792E-01,1.031721725317E+01
1,0.6100,3.791405288307E+01,1.899994035676E-01,1.030030378226E+01
1,0.6110,3.782191261346E+01,1.885788551254E-01,1.028344567460E+01
1,0.6120,3.773004787497E+01,1.871629489983E-01,1.026664265879E+01
1,0.6130,3.763845634222E+01,1.857516624670E-01,1.024989446522E+01
1,0.6140,3.754714338026E+01,1.843449729604E-01,1.023320082603E+01
1,0.6150,3.745609695662E+01,1.829428580537E-01,1.021656147509E+01
1,0.6160,3.736532182658E+01,1.815452954681E-01,1.019997614802E+01
1,0.6170,3.727481208193E+01,1.801522630692E-01,1.018344458214E+01
1,0.6180,3.718457081032E+01,1.787637388658E-01,1.016696651647E+01
1,0.6190,3.709459475777E+01,1.773797010088E-01,1.015054169173E+01
1,0.6200,3.700488634689E+01,1.760001277900E-01,1.013416985029E+01
1,0.6210,3.691651454919E+01,1.747828361126E-01,1.011785073620E+01
1,0.6220,3.682840454305E+01,1.735694585564E-01,1.010158409514E+01
1,0.6230,3.674055378358E+01,1.723599762732E-01,1.008536967445E+01
1,0.6240,3.665295765986E+01,1.711543705359E-01,1.006920722304E+01
1,0.6250,3.656562009374E+01,1.699526227368E-01,1.005309649149E+01
1,0.6260,3.647853076092E+01,1.687547143877E-01,1.003703723192E+01
1,0.6270,3.639169693111E+01,1.675606271177E-01,1.002102919805E+01
1,0.6280,3.630511291353E+01,1.663703426735E-01,1.000507214519E+01
1,0.6290,3.621878241850E+01,1.651838429175E-01,9.989165830174E+00
1,0.6300,3.613270001468E+01,1.640011098274E-01,9.973310011396E+00
1,0.6310,3.604792654682E+01,1.627335037055E-01,9.957504448779E+00
1,0.6320,3.596339641726E+01,1.614699089954E-01,9.941748903765E+00
1,0.6330,3.587911437636E+01,1.602103066856E-01,9.926043139304E+00
1,0.6340,3.579506977930E+01,1.589546778847E-01,9.910386919842E+00
1,0.6350,3.571126174845E+01,1.577030038202E-01,9.894780011306E+00
1,0.6360,3.562769323313E+01,1.564552658376E-01,9.879222181100E+00
1,0.6370,3.554436741486E+01,1.552114453998E-01,9.863713198084E+00
1,0.6380,3.546127852789E+01,1.539715240855E-01,9.848252832570E+00
1,0.6390,3.537841881440E+01,1.527354835892E-01,9.832840856306E+00
1,0.6400,3.529579769810E+01,1.515033057194E-01,9.817477042468E+00
1,0.6410,3.521445838807E+01,1.502857547756E-01,9.802161165647E+00
1,0.6420,3.513334977156E+01,1.490719968254E-01,9.786893001837E+00
1,0.6430,3.505247026157E+01,1.478620141721E-01,9.771672328429E+00
1,0.6440,3.497181500215E+01,1.466557892289E-01,9.756498924192E+00
