Wavelength (um), Flux (#/m2/s/um)
0.46200004221898605,3.7155030929333556e+21
0.4630000422302939,3.736597791759532e+21
0.4640000422415345,3.63091328735858e+21
0.46500004225270736,3.5933257873592167e+21
0.466000042263812,3.676825917755097e+21
0.4670000422748479,3.5201508419541176e+21
0.4680000422858148,3.67988411654213e+21
0.4690000422967121,3.70262144745843e+21
0.47000004230753933,3.567371070205944e+21
0.4710000423182961,3.635186401877841e+21
0.4720000423289819,3.831804651516921e+21
0.47300004233959636,3.6906255945240045e+21
0.4740000423501389,3.739470359391866e+21
0.47500004236060905,3.8702675287368574e+21
0.47600004237100635,3.7456638052993477e+21
0.4770000423813304,3.7758647175682195e+21
0.47800004239158067,3.9055397819521103e+21
0.47900004240175675,3.837994250818078e+21
0.48000004241185795,3.9100407570887947e+21
0.481000042421884,3.917218134858737e+21
0.4820000424318343,3.939678084966693e+21
0.4830000424417084,3.899708439709436e+21
0.48400004245150574,3.833712409442622e+21
0.48500004246122586,3.8291814375450555e+21
0.4860000424708683,3.1111761371476887e+21
0.48700004248043255,3.4914490418796157e+21
0.488000042489918,3.7865376388918385e+21
0.48900004249932433,3.574222480421351e+21
0.49000004250865076,4.002107056407603e+21
0.49100004251789703,3.8548014779267757e+21
0.49200004252706253,3.682837787484719e+21
0.49300004253614665,3.946943407220032e+21
0.49400004254514895,3.86094632580391e+21
0.49500004255406893,4.1079832681044787e+21
0.49600004256290603,3.9142812532570157e+21
0.49700004257165964,3.989225395401812e+21
0.49800004258032937,3.8881979504451047e+21
0.49900004258891456,3.895503192940934e+21
0.5000000425974147,3.88921430577148e+21
0.5010000426058292,3.7776977743269677e+21
0.5020000426141575,3.7822055576365223e+21
0.5030000426223993,3.963699302207884e+21
0.5040000426305538,3.7011144569592883e+21
0.5050000426386203,3.974883565685697e+21
0.5060000426465986,4.142977497118002e+21
0.5070000426544878,3.971483488253022e+21
0.5080000426622877,3.8783022168399156e+21
0.5090000426699973,4.0724769010669186e+21
0.5100000426776164,3.974700990786743e+21
0.5110000426851442,4.0565806338022845e+21
0.5120000426925803,4.1719995776504394e+21
0.5130000426999237,3.927062835288304e+21
0.5140000427071744,3.85165803691809e+21
0.5150000427143312,3.9703728166400625e+21
0.516000042721394,4.014708517712461e+21
0.517000042728362,3.277874108844876e+21
0.5180000427352345,3.7559422811338304e+21
0.5190000427420112,3.646666432682498e+21
0.520000042748691,3.9885018340758625e+21
0.5210000427552738,4.025022571011733e+21
0.5220000427617587,4.123144790407693e+21
0.5230000427681452,3.8938243809054645e+21
0.5240000427744324,4.195656674143378e+21
0.52500004278062,4.170891566753119e+21
0.5260000427867072,4.062326534321483e+21
0.5270000427926934,3.559616319878467e+21
0.528000042798578,4.0820254952260627e+21
0.5290000428043603,4.279898237546622e+21
0.5300000428100398,4.121233672194224e+21
0.5310000428156155,4.355155222255015e+21
0.5320000428210871,4.2846194184569744e+21
0.5330000428264539,3.833312068099878e+21
0.534000042831715,4.113627032611599e+21
0.5350000428368699,4.1840832524235215e+21
0.5360000428419179,4.3710702184234914e+21
0.5370000428468583,4.052123394609891e+21
0.5380000428516906,4.262525044939277e+21
0.5390000428564138,4.1657111490050497e+21
0.5400000428610274,4.0301788524311143e+21
0.5410000428655307,3.8813157105032354e+21
0.5420000428699231,4.2322799736525784e+21
0.5430000428742036,4.170383718851012e+21
0.5440000428783718,4.3248507904599025e+21
0.5450000428824269,4.2348545976526643e+21
0.5460000428863682,4.203044742103899e+21
0.5470000428901948,4.2655405095785474e+21
0.5480000428939064,4.1516800845364116e+21
0.5490000428975017,4.2894278454190256e+21
0.5500000429009804,4.263738971571557e+21
0.5510000429043417,4.266775775635945e+21
0.5520000429075846,4.362052704443102e+21
0.5530000429107088,4.2455161414420377e+21
0.5540000429137133,4.3365815273812703e+21
0.5550000429165972,4.368157746088828e+21
0.55600004291936,4.301015937792343e+21
0.5570000429220008,4.2027602659458726e+21
0.558000042924519,4.300756622821169e+21
0.5590000429269137,4.0757403752229686e+21
0.560000042929184,4.155482519957942e+21
0.5610000429313294,4.4043669666625235e+21
0.5620000429333489,4.2005956985139726e+21
0.5630000429352419,4.36706913292207e+21
0.5640000429370072,4.289080813697356e+21
0.5650000429386446,4.323706193733345e+21
0.5660000429401528,4.0957208218011765e+21
0.5670000429415313,4.3729780527888225e+21
0.5680000429427793,4.3406592411490677e+21
0.5690000429438956,4.241458661625696e+21
0.5700000429448797,4.2514953990368317e+21
0.5710000429457308,4.119541847136864e+21
0.5720000429464479,4.3579815037481695e+21
0.5730000429470303,4.384061467303383e+21
0.574000042947477,4.3688848284622793e+21
0.5750000429477874,4.277500216709031e+21
0.5760000429479605,4.2492736357509507e+21
0.5770000429479952,4.363833740528029e+21
0.5780000429478911,4.2366766926278254e+21
0.579000042947647,4.305216409726684e+21
0.5800000429472622,4.385646710608308e+21
0.5810000429467357,4.4133894397498297e+21
0.5820000429460667,4.488665307423757e+21
0.5830000429452542,4.543042541593683e+21
0.5840000429442974,4.541721298695742e+21
0.5850000429431956,4.5129807306405105e+21
0.5860000429419474,4.4112505006898366e+21
0.5870000429405524,4.515703101070135e+21
0.5880000429390093,4.420681837887097e+21
0.5890000429373174,3.8233206443150756e+21
0.5900000429354757,4.071877357652529e+21
0.5910000429334832,4.362311882405076e+21
0.5920000429313392,4.2779030393403783e+21
0.5930000429290424,4.3469235082616504e+21
0.594000042926592,4.3333220359599376e+21
0.5950000429239872,4.2858032003541904e+21
0.596000042921227,4.4241208043889156e+21
0.5970000429183102,4.444466898120215e+21
0.598000042915236,4.397423281664554e+21
0.5990000429120035,4.4044752783996077e+21
0.6000000429086115,4.456229226112865e+21
0.6010000429050592,4.411012489166154e+21
0.6020000429013453,4.351983141684146e+21
